@relation Cities_Above_90_Without_PM10_attributesremoved

@attribute PM2.5 numeric
@attribute NO numeric
@attribute NO2 numeric
@attribute NOx numeric
@attribute NH3 numeric
@attribute CO numeric
@attribute SO2 numeric
@attribute O3 numeric
@attribute AQI numeric

@data
40.42,5.59,27.16,0,22.04,0.13,3.65,45.77,90
55.94,4.71,30.4,0,25.2,0.25,4.77,40.7,82
41.83,2.7,23.82,0,28.76,0.32,3.28,52.94,112
46.83,3.32,27.69,0,25.74,0.14,2.48,47.33,90
55.9,5.13,37.77,0,22.44,0.26,2.53,53.42,112
51.65,5.59,37.78,0,24.02,0.51,2.79,61.72,124
32.61,5.32,30.53,0,28.54,0.48,2.59,66.27,113
39.37,9.79,41.21,0,26.81,0.68,2.79,68.42,117
36.85,3.61,25.76,0,25.66,0.54,2.3,72.54,120
29.5,3.71,20.83,0,27.27,0.44,2,69.06,94
29.52,6.17,19.83,0,27.92,0.33,2.28,66.84,110
31.08,5.33,24.61,0,28.02,0.46,2.65,68.4,94
36.66,7.3,34.42,0,26.68,0.68,2.8,45.04,82
29.29,7.08,28.32,0,25.78,0.48,2.54,37.96,75
43,8.28,34.64,0,29.59,0.74,3.03,60,99
31.18,7.17,34.13,0,28.14,0.44,2.39,60,99
50.84,6.35,27.24,0,?,0.61,9.91,17.79,78
50.54,7.07,37.62,0,24.73,0.56,4.26,75.93,108
51.33,6.96,39.64,0,24.12,0.55,5.03,63.27,107
35.01,9.78,45.01,0,24.52,0.69,6.77,60.39,106
29.02,5.34,32.75,0,?,0.44,8.21,66.23,105
34.86,5.28,27.93,0,31.55,0.44,5.81,83.69,86
38.46,4.73,24.41,0,28.01,0.44,5.07,91.3,77
38.13,6.11,25.49,0,31.93,0.52,4.74,81.46,92
29.75,5.45,24.78,0,28.87,0.43,4.71,47.22,81
21.53,4.21,24.41,0,35.77,0.47,4.71,54.16,75
25.46,4.85,22.79,0,30.19,0.45,4.83,24.41,64
28.49,2.67,23.6,0,27.92,0.08,3.68,7.03,50
34.85,2.65,32.57,0,27.52,0,3.49,21.33,59
29.88,3.54,31.4,0,28.23,0.19,3.52,27,66
33.95,4.52,42.65,0,27.58,0.7,3.86,48.16,92
40.01,7.39,38.94,0,28.45,0.67,5.61,27.84,87
62.07,4.72,32.77,0,27.29,0.49,4.4,61.69,96
38.44,8.49,39.84,0,28.89,0.44,5.15,43.66,139
13.3,9.57,45.34,0,?,0.46,5.04,22.75,65
20.32,6.21,31.84,0,25.82,0.39,4.82,39.36,77
24.2,8.2,41.08,0,26.1,0.35,4.88,24.89,60
66.24,10.17,35.96,0,28.37,0.48,6.26,?,84
42.2,12.03,43.35,0,22.96,0.47,5.54,17.45,94
28.27,8.55,42.47,0,31,0.62,5.76,6.19,80
40.02,7.67,37.46,0,31.4,0.49,5.88,?,89
30.26,6.46,29.37,0,22.61,0.4,5.31,29.52,98
27.66,6.67,31.17,0,29.12,0.43,4.16,52.55,82
32.01,4.81,31.86,0,30.32,0.23,3.67,33.71,69
23.19,4.28,32.79,0,31.83,0.18,2.54,25.26,41
28.52,5.81,39.12,0,22.39,0.42,8.55,36.74,53
50.58,5.9,23.23,0,11.61,0.52,15.38,10.9,68
120.56,6.92,26.63,0,11.24,0.49,8.45,18.96,156
25.22,6.26,30.63,0,18.05,0.54,3.65,16.82,101
14.94,5.02,26.57,0,18.34,0.52,3.52,38.46,52
19.1,3.8,29.5,0,17.72,0.36,3.83,34.53,56
22.93,3.62,26.74,0,18.17,0.38,3.73,45.09,67
36.58,4.78,27.92,0,15.07,0.66,3.32,13.13,70
20.87,5.6,32.01,0,18.85,0.56,3.49,21.6,64
17.43,9.54,37.75,0,23.79,0.37,3.49,21.87,50
12.53,8.01,34.15,0,23.65,0.37,3.51,23.31,59
16.58,8.33,33.06,0,23.78,0.33,2.99,13.76,44
25.83,8.79,37.11,0,24.31,0.41,3.57,20.05,58
19.58,5.7,30.27,0,23.85,0.33,3.77,26.67,62
21.39,6.42,29.53,0,23.75,0.38,3.75,16.72,57
24.85,6.67,26.78,0,23.65,0.41,3.65,11.46,66
18.21,7.45,29.32,0,23.57,0.42,3.6,18.34,47
19.75,6.48,25.4,0,23.46,0.28,3.66,12.12,41
21.08,6.93,26.89,0,23.67,0.34,3.32,9.02,43
23.2,4.93,25.22,0,23.64,0.26,3.33,9.85,46
22.87,4.43,27.67,0,23.73,0.17,3.09,9.92,42
22.79,5.31,31.62,0,23.75,0.68,4.57,10.13,54
20.19,5.35,32.25,0,23.66,0.35,3.89,8.69,52
20.98,7,33.91,0,23.86,0.3,3.08,8.19,42
13.39,4.09,24.89,?,?,?,1.33,7.55,28
21.81,4.91,31.17,0,23.75,0.98,4.21,8.38,29
22.93,4.85,30.17,0,23.64,0.85,3.86,7.92,54
22.94,7.4,27.88,0,23.83,0.53,4.37,10.29,47
20.75,3.35,25.47,0,23.61,0.59,4.56,14.64,51
23.65,5.32,27.84,0,23.79,0.65,4.59,19.12,55
19.78,7.02,31.35,0,23.65,0.61,4.87,19.88,54
16.51,7.41,30.97,0,23.52,0.54,4.72,19.08,51
19.12,7.04,28.24,0,23.68,0.58,4.79,19.47,45
21.6,6.02,28.56,0,23.7,0.8,4.33,19.68,44
19.77,6.27,29.47,0,23.66,0.63,4.24,21.06,59
24.56,7.97,31.52,0,23.69,0.87,4.74,20.85,76
24.66,9.56,31.25,0,23.91,0.62,5.71,18.43,65
24.18,7.17,30.54,0,23.92,0.56,4.36,20.06,60
17.82,3.68,26.38,0,23.74,0.63,5.21,9.1,57
16.61,4.02,25.73,0,23.76,0.58,4.74,10.17,50
24.03,3.55,25.75,0,23.87,0.61,6.85,7.75,53
19.58,3.13,30.5,0,23.87,0.6,7.44,13.04,70
21.05,3.57,26.66,0,23.97,0.62,5.8,8.43,60
24.53,9.1,30.26,0,23.86,0.58,7.02,13.82,54
25.35,19.79,45.04,0,35.99,0.55,6.42,10.04,60
25.16,17.58,39.31,0,31.68,0.56,5.68,7.84,71
31.13,12.54,37.52,0,31.96,1.16,7.96,8.44,138
37.61,13.6,38.89,0,31.97,0.83,6.63,8.39,78
37.34,10.09,34.73,0,32.02,0.6,6.63,8.99,82
36.44,12.12,31.89,0,32.05,0.42,6.62,9.92,76
35.4,15.16,33.89,0,31.99,0.69,6.63,10.32,76
25.33,24.27,39.99,0,31.77,0.67,7.11,11.34,92
30.07,54.79,68.84,0,90.01,1.64,6.55,10.47,160
25.82,43.48,68.34,0,104.87,0.69,6.23,10.21,92
?,20.75,32.27,0,?,0.59,5.81,9.67,85
?,17.99,30.38,0,?,0.62,4.7,8.98,93
?,13.97,27.42,0,?,0.52,3.82,9.26,87
313.59,24.05,32.94,0,29.43,0.69,4.97,9.39,108
35.29,17.04,31.08,0,32.09,0.6,5.16,9.34,112
33.44,13.86,29.55,0,32.39,0.63,5.33,10.61,102
29.38,17.23,29.5,0,30.96,0.64,4.09,12.44,78
27.64,12.48,26.82,0,27.05,0.68,5.16,18.42,67
28.97,16.61,30.58,0,27.1,1.53,4.45,24.82,74
22.68,13.31,30.3,0,26.36,0.67,5.41,47.62,72
22.43,16.15,32.43,0,26.88,0.6,7.9,47.14,82
17.2,13.34,31.1,0,26.78,0.52,6.3,23.82,61
21.05,11.56,30.06,0,26.87,0.58,4.72,44.94,68
18.45,12.68,29.79,0,26.88,0.62,4.58,27.09,68
16.44,18.77,31.75,0,27.04,0.68,4.71,30.16,60
31.68,16.76,31.34,0,26.84,0.65,5.1,54.5,61
21.53,15.46,31.7,0,26.79,1.12,5.3,41.97,111
20.15,17.16,33.19,0,27.12,1.35,4.29,53.85,132
17.34,15.55,32.36,0,26.75,1.08,5.61,24.37,107
24.23,10.47,31.45,0,26.97,1.08,5.68,42.69,109
28.54,11.09,30.72,0,27.22,1.4,5.2,50.04,164
23.68,9.88,30.53,0,26.72,0.59,4.73,51.12,85
24.49,10.99,31.02,0,27.03,0.59,5.17,55.9,83
21.77,9.59,28.74,0,26.46,1.17,4.57,51.05,122
27.91,9.68,29.8,0,26.99,1.07,4.72,56.82,119
22.36,11.51,29.57,0,26.87,1.07,4.67,23.6,94
27.27,8,28.65,0,26.22,0.48,5.23,45.36,89
26.57,7.35,26.22,0,24.62,1.5,5.34,54.93,136
20.74,12.96,26.36,0,24.78,1.77,5.6,41.25,130
17.67,16.81,25.46,0,24.54,2.95,5.31,39.16,160
13.74,10.46,25.64,0,24.15,0.63,5.89,25.85,55
17.69,9.01,27.5,0,24.57,1.27,5.13,30.04,106
15.21,8.53,27.33,0,24.46,2.44,5.32,6.06,127
22.82,8.83,27.76,0,24.53,2.91,5.27,54.59,176
21.07,8.48,27.75,0,24.43,2.01,5.79,48.17,143
22.31,14.25,29.38,0,24.68,0.95,5.12,33.6,74
14.14,10.87,27.85,0,24.56,0.61,4.46,9.71,50
10.11,14.03,32.5,0,24.42,0.68,4.06,16.65,56
3.91,12.54,32.46,0,?,0.86,5.24,18.87,50
4.69,16.42,32.78,?,?,1.14,4.6,23.74,67
19.41,12.81,32.52,0,22.95,0.96,4.92,26.54,82
20.88,14.75,29.7,0,24.17,0.64,5.4,7.35,70
17.91,7.34,24.95,0,24.61,1.01,5.43,20.51,65
18.42,5.51,29.56,0,24.71,1.25,4.51,21.86,70
14.92,7.89,30.9,0,24.69,0.61,4.3,21.39,64
18.66,9.13,27.62,0,24.52,0.68,4.7,20.13,57
10.89,16.11,29.64,0,24.3,1.02,4.93,11.17,63
14.53,11.74,28.09,0,24.48,0.95,4.92,16.04,48
18.87,11.4,26.93,0,24.4,0.89,5.08,20.89,63
18.18,9.12,26.59,0,24.3,0.85,4.21,27.15,62
59.05,11.58,27.01,0,24.49,0.71,4.66,21.84,68
97.97,8.83,25.15,0,24.22,0.57,4.71,19.86,172
14.19,9.51,26.25,0,25.06,0.97,4.61,19.83,91
11.71,11.76,26.08,0,24.2,0.67,4.85,7.65,39
17.58,15.21,28.01,0,24.36,0.86,5.52,13.12,47
16.33,15.67,28.51,0,24.61,1.01,4.79,14.98,57
20.42,10.24,26.31,0,24.58,0.85,4.85,16.33,56
24.96,7.86,26.74,0,24.78,0.77,5.48,24.66,69
158.67,12.57,26.66,0,24.45,1.25,4.92,13.48,200
114.92,24.01,31.99,0,24.44,0.82,4.8,15.86,135
14.2,16.73,30.59,0,24.2,0.68,4.77,29.74,107
39.74,15.95,30.16,0,24.42,0.77,4.65,23.83,74
14.2,13.44,28.6,0,24.44,1.34,5.28,23.99,79
21.2,14.2,28.55,0,24.13,0.63,5.28,27.63,101
9.57,14.26,30.93,0,24.37,0.7,5.62,12.5,60
32.86,11.97,30.75,0,24.37,0.91,4.7,34.54,75
22.63,17.49,36.31,0,24.34,0.69,4.83,15.06,114
14.52,31.66,39.24,0,?,0.68,5.96,9.66,57
15.27,24.71,42.37,0,?,0.73,6.18,9.5,68
17.48,16.21,39.09,0,25.28,0.73,5.45,11.3,68
16.5,12.07,34.8,0,24.62,0.67,4.68,12.87,59
14.05,9.17,29.42,0,24.2,0.94,4.4,28.38,63
8.58,11.34,31.38,0,25.08,0.58,4.68,18.53,52
8.49,11.49,31.42,0,24.21,0.37,5.42,14.39,49
7.02,12.3,31.84,0,23.37,0.42,5.52,5.9,40
8.57,8.79,28.46,0,23.92,0.42,5.12,6.18,43
7.68,8.76,29.35,0,23.97,0.42,5.56,19.64,44
10.21,6.9,28.47,0,24.05,0.47,5.14,25.61,52
12.64,7.32,28.19,0,24.04,0.38,5.16,24.16,51
17.93,6.28,27.46,0,24.05,0.35,4.89,28.96,51
21.62,10.16,30.95,0,24.15,0.4,5.3,41.31,76
23.7,15.23,35.09,0,24.18,0.49,6.04,29.38,76
19.26,8.88,29.23,0,23.77,0.4,5.49,24.14,57
22.47,8.48,29.13,0,23.87,0.48,4.76,27.37,65
28.3,15.29,38.34,0,22.64,0.57,6.16,7.85,83
21.59,4.57,24.81,0,21.83,0.32,4.63,21.6,56
22.36,7.58,29.64,0,23.84,0.5,5.13,8.95,58
30.65,7.05,26.24,0,23.87,0.45,5.74,29.89,61
20.01,5.63,27.01,1.37,23.86,0.38,4.53,21.92,66
20.5,38.94,25.68,1.8,23.89,0.52,5.64,34.02,69
22.85,6.46,25.43,1.81,23.95,0.49,4.49,29.93,62
121.63,4.69,24.72,7.5,23.88,0.57,5.36,30.31,125
21.36,13.18,32.24,21.6,24.02,0.66,5.07,10.53,126
24.73,8.58,28.49,17.21,24.05,0.6,5.66,28.31,80
29.16,9.98,26.77,17.23,25.33,0.58,4.55,21.99,70
78.14,7.57,22.5,14.42,26.27,0.58,4.22,35.86,104
26.08,9.19,25,15.19,26.53,1.35,5.2,20.43,83
32.21,9.9,29.03,14.78,26.4,2.02,3.93,45.08,130
22.5,14.24,31.64,17.4,26.24,0.64,4.38,34.99,79
27.29,10.47,30.86,16.24,26.64,0.57,4.2,22.7,71
24.83,10.69,30.63,16.58,26.23,0.5,4.49,14.59,61
32.61,10.09,28.07,15.1,26.16,0.48,4.64,9.9,67
40.34,14,34.04,18.62,26.03,0.46,4.22,13.39,73
21.63,9.41,29.07,15.09,26.29,0.43,4.05,15.03,58
27.86,14.4,35.25,21.29,26.83,0.55,4.37,17.23,64
39.39,18.27,41.73,23.66,26.76,0.62,4.81,27.54,98
44.66,12.47,32.42,21.72,26.71,0.57,4.39,34.64,98
79.76,14.24,40.38,22.47,26.81,0.58,5.88,38.72,177
39.67,8.15,32.18,16.86,26.51,0.87,5.69,34.89,129
22.44,8.29,31.05,14.94,26.26,0.79,5.32,28.1,79
26.85,9.24,33.32,17.72,26.38,1.08,5.39,33.95,80
42.56,15.76,44.63,25.27,26.59,1.26,5.62,27.3,94
35.29,16.44,43.04,26.42,26.4,1.59,4.42,20.57,96
25.49,17.04,39.14,22.64,26.39,1.22,4.26,12.69,75
26.03,13.99,36.53,19.54,26.4,1.03,4.26,19.69,66
37.38,15.78,39.18,22.25,26.62,1.55,4.97,32.07,80
47.47,15.01,39.01,21.46,26.6,1.08,4.3,36.67,98
45.49,9.57,32.5,16.63,26.61,0.77,3.71,32.74,102
122.41,12.13,33.67,24.36,26.65,0.84,3.6,47.84,120
39.88,6.5,24.85,47.53,26.39,0.48,2.66,43.92,141
66.54,7.2,26.81,50.52,26.14,0.44,4.15,44.38,120
58.73,8.53,29.41,62.33,26.64,0.56,5.08,52.18,159
41.02,14.44,34.07,27.96,26.61,0.76,3.3,43.23,125
26.7,14.87,29.05,23.52,26.44,0.69,3.33,17.19,59
22.05,11.58,29.82,22.24,26.93,0.75,3.15,6.75,49
27.98,13.12,33.64,25.13,26.82,0.82,3.51,7.02,68
26.89,13.32,33.43,25.46,26.82,0.86,2.98,13.74,54
25.94,12.3,37.65,26.42,26.77,0.97,3.26,30.46,70
31.21,9.12,30.19,20.93,25.71,0.9,2.76,24.08,75
32.87,10.67,36.09,24.53,26.5,0.99,3.99,30.86,77
26.99,10.11,36.27,24.2,26.38,0.86,3.85,14.76,69
30.4,9.61,32.51,22.14,26.54,0.74,3.68,43.16,65
26.94,8.67,30.57,20.53,26.59,0.91,4.15,37.68,68
30.7,5.9,27.55,17.34,26.72,0.93,3.88,39.31,66
37.93,9.59,34.47,23.09,26.88,0.95,4.34,34.31,76
35.72,5.76,30.34,18.76,26.65,0.89,3.97,37.48,81
34.96,8.73,36.57,22.57,26.87,0.71,3.59,19.28,64
30.66,11.02,39.44,25.1,26.56,0.92,3.76,15.11,68
32.21,10.9,36.61,25.05,26.43,0.91,3.59,17.27,62
25.79,12.88,34.1,26.66,26.4,0.89,3.83,3.14,60
44.84,12.04,37.02,28.5,26.84,0.85,3.36,15.6,65
38.07,11.09,42.75,28.13,27.21,0.98,4.05,28.57,87
17.64,12.17,46.1,30.94,26.78,0.95,3.89,29.13,82
17.81,15.43,50.65,34.88,?,0.94,3.81,38.5,72
15.67,15.31,48.12,33.72,?,0.9,3.75,35.73,69
10.7,16.9,47.51,34.14,?,0.92,3.82,24.36,58
11.46,15.56,50.06,34.51,?,0.93,3.95,22.54,58
197.41,11.01,39.39,26.59,?,0.77,3.99,23.71,82
74.5,10.38,32.3,22.72,?,0.97,4.12,19.73,68
1.76,8.52,31.43,21.32,?,0.65,3.23,4.11,53
1.72,8.64,35.74,23.42,?,0.62,2.98,4.61,26
32.42,13.43,42.05,29.32,?,0.86,2.16,8.9,54
18.72,13.35,42.47,30.26,?,0.86,2.58,24.47,68
11.27,12.38,40.08,25.19,?,0.7,3.02,12.45,63
93.7,12,44.52,28.15,25.89,0.89,4.86,?,83
70.22,15.06,47.64,31.84,37.81,1.27,4.42,?,96
103.18,28,66.21,50.17,68.36,1.05,4.75,?,120
90.59,21.48,62.95,44.62,30.02,1.1,4.86,?,148
81.28,17.62,57.89,38.79,42.43,1.06,4.96,?,133
63.5,8.19,38.93,41.9,37.61,0.78,4.41,?,143
?,7.87,33.87,33,54.97,0.57,3.84,?,86
?,10.44,39.02,28.17,87.2,0.79,3.72,?,75
161.35,16.43,43.69,34.18,56.03,0.94,3.71,?,86
85.57,42.05,81.78,67.93,28.03,0.96,2.87,?,122
75.91,12.88,42.57,29.85,?,0.8,3.2,?,119
79.75,12.25,48.64,31.65,?,0.89,3.56,?,100
84.85,13.94,63.33,39.92,?,0.89,3.66,?,108
76.92,10.01,50.27,31.68,65.03,0.97,3.71,?,112
107.9,11.34,80.93,88.57,57.13,1,6.38,?,110
84.55,10.59,115.11,69.84,49.98,0.95,5.76,?,131
71.71,11.41,142.35,77.93,37,0.95,3.32,?,93
56.14,10.11,61.7,37.69,80.1,0.9,3.55,?,91
48.78,3.71,31.49,17.8,84.26,0.69,2.29,?,70
159.52,4.58,29.62,14.41,72.53,0.71,2.78,?,91
63.3,7.62,32.19,20.89,37.01,0.81,2.72,?,174
73.7,6.4,44.73,26.75,9.77,0.91,3.4,?,99
62.76,7,44.56,25.49,10.45,0.96,3.38,52.72,109
32.57,10.82,48.73,27.48,9.6,1.13,3.6,17.18,85
26.74,10.05,42.6,24.2,8.98,1.06,3.26,33.48,77
18.29,11.9,41.94,24.62,?,1.02,2.95,32.36,72
38.06,9.91,42.23,22.62,?,1.04,3.2,25.89,73
35.12,7.16,41.7,21.46,?,1,3.37,24.78,86
28.84,9.57,50.19,25.24,?,1.09,2.8,35.27,84
24.57,6.77,46.14,25.4,?,0.96,3.32,46.62,86
24.31,7.99,52.5,27.28,?,1.04,5.34,51.89,95
30.02,7.64,51.77,26.54,?,0.98,4.28,59.57,102
40.05,8.23,49.36,24.43,?,0.99,3.37,62.13,104
34.88,5.06,46.38,24.61,?,0.93,4.26,76.84,93
28.74,6.83,43.41,22.08,?,0.96,16.6,70.18,84
31.37,6.82,29.81,20.93,45.45,0.89,3.16,54.29,75
54.32,11.14,45.27,31.34,48.27,0.96,4.91,37.03,76
37.55,8.15,36.51,24.24,42.34,1.35,5.74,48.6,115
36.12,9.71,43.3,28.98,41.38,0.93,3.51,47.39,101
34.43,10.94,44.87,30.63,36.21,1.29,3.2,53.1,118
38.84,5.56,33.96,20.85,33.68,0.89,3.35,66.4,98
41.35,7.45,41.68,26.35,36.95,0.92,3.47,59.88,92
46.76,6.61,37.47,23.5,36.51,0.92,3.58,64.8,98
37.73,6.75,39.62,24.32,34.11,1.01,3.66,65.34,100
55,5.92,38.68,23.41,36.27,1.21,4.22,71.99,104
33.34,5.78,38.67,23.33,40.27,1.16,4.32,80.04,122
33.55,4.8,33.77,20.26,45.24,1.14,3.97,81.55,103
39.03,3.95,34.14,19.57,50.22,1.14,4.24,77.88,96
48.08,4.23,35.2,20.22,57.58,1.24,4.59,60.85,102
45.88,8.52,44.92,28.47,68.02,1.19,4.59,43.36,104
39.93,5.5,33.76,20.55,64.75,1.06,4.19,56.22,101
39.28,4.06,32.42,18.82,57.65,0.94,4.24,63.78,98
47.03,5.03,36.38,21.59,57.83,1.04,4.21,61.21,104
39.38,3.93,30.66,18.06,58.16,0.89,4.28,62.46,109
33.47,4.67,36.21,20.86,60.91,1.05,4.17,55.34,94
53.56,4.15,32.79,18.96,70.16,0.99,3.89,56.31,99
37.93,4.4,36.09,20.81,73.36,1.06,4.07,52.6,109
33.99,9.03,49.14,31,81.64,1.08,5.01,41.2,94
29.63,5.9,42.78,25.09,75.97,1.44,4.38,49.36,118
28.81,4.62,33.25,19.43,75.86,1.04,6.48,46.48,88
23.31,4.32,32.25,17.81,60.26,0.93,12.74,42.53,87
29.23,5.35,32.53,19.56,74.39,0.95,3.37,40.8,81
32.55,3.97,29.05,17.18,83.02,0.89,3.52,40.51,85
30.93,5.67,30.04,18.77,89.31,0.94,3.22,25.11,79
35.48,13.58,45.34,32.12,94.19,1.1,4.2,27.4,80
37.87,7.72,43.01,26.93,98.39,1.01,4.36,30.91,95
30.34,8.37,39.51,25.66,90.65,0.99,6.63,25.27,83
28.29,5.06,23.84,14.77,62.54,0.88,3.42,38.11,76
27.9,5.34,24.85,15.02,?,0.98,2.99,32.61,74
30.53,3.37,17.2,12.96,?,1.01,1.84,44.28,78
32.43,3.69,17.59,13.54,?,0.96,1.61,38.23,71
30.19,3.96,18.7,15.35,?,0.96,1.47,35.76,71
29.62,6.66,30.03,22.24,?,0.98,2.79,36.38,70
32.11,8.19,37.85,23.18,?,1.03,8.54,43.4,77
27.53,3.13,22.89,15.17,?,0.95,5.69,49.17,83
28.6,3.48,26.23,17.17,?,1.05,4.22,51.46,82
28.89,2.78,22.48,16.61,?,1.09,3.15,55.88,81
34.62,5.45,32.97,20.66,?,0.98,3.36,52.95,80
37.13,7.04,39.61,26.13,?,0.95,3.19,52.15,82
34.6,3.84,31.9,19.82,?,0.94,2.94,52.09,83
26.41,3.63,19.98,15.15,?,0.96,2.35,35.76,81
21.87,3.17,14.46,13.05,?,0.92,2.34,37.55,69
21.31,7.96,27.46,23.09,?,1.01,2.61,30.2,68
23.35,7.4,26.31,20.8,?,0.94,3.87,32.51,71
29.3,7.13,32.9,25.1,?,1.04,3.4,31.63,81
29.48,4.8,27.41,20.33,?,0.95,3.09,36.47,83
30.38,4.88,38.24,21.33,?,0.98,3.53,45.24,87
38.39,6.26,36.26,26.83,?,1,3.14,43.82,92
36.56,3.02,24.85,31.34,?,1.02,4.2,44.8,84
30.79,7.78,34.44,39.95,?,1.02,3.71,36.83,86
32.09,5.78,32.76,29.06,?,0.96,3.85,33.61,87
33.88,3.4,25.14,19.18,?,0.98,3.83,46.63,90
41.37,4.18,27.15,19.49,?,1.08,3.66,40.31,99
59.48,12.31,47.26,31.65,?,1.09,4.07,40.87,104
59.82,4.32,37.1,25.26,?,1.05,4.18,33.03,109
45.19,2.76,22.32,20.37,?,1.03,3.7,45.61,106
35.82,3.16,17.43,16.54,?,1.05,4.01,38.92,92
20.49,4.21,14.01,13.79,?,1.14,4.08,20.48,76
29.23,3.6,16.94,15.38,?,1.15,4.17,38.25,75
26.46,8.41,22.08,17.84,?,1.15,3.95,26.5,77
19.13,7.07,28.79,15.29,?,1.03,3.88,23.65,71
23.01,5.6,27.98,22.16,?,1.02,4.27,26.48,74
20.75,3.76,16.69,25.18,?,1.09,3.39,20.61,53
31.94,4.22,24.94,28.1,?,0.97,3.33,50.57,61
43.91,4.42,35.38,34.02,?,1.49,3.26,46.5,97
42.72,3.75,31.97,31.3,?,1.55,3.02,53.46,124
31.78,19.92,50.97,38.75,?,1.83,3.78,34.26,135
40.18,27.3,62.66,50.12,?,1.23,3.89,32.05,127
37.72,4.06,27.94,28.5,?,0.82,3.61,58.64,100
38.84,4.49,27.43,47.05,?,1.05,3.59,54.78,98
?,6.77,35.66,31.84,?,0.67,5.17,?,100
19.85,7.68,34.2,23.6,?,0.78,6.99,73.5,87
?,3.64,25.98,34.17,?,1.05,1.48,?,118
?,3.67,24.6,27.21,?,1.05,2.58,?,104
?,3.56,22.45,17.49,?,0.86,2.83,?,102
?,5.94,26.81,31.9,?,1,3,?,107
?,9.49,40.15,49.37,?,1.15,3.91,?,98
?,5.83,35.38,45.2,?,0.89,3.42,?,108
?,5.13,33.5,51.07,?,1.22,3.39,?,107
?,7.27,37.46,55.02,?,1.03,3.64,?,108
?,4.89,28.66,33.33,?,0.78,3.55,?,106
?,4.36,24.25,12.97,?,0.66,3.4,?,103
?,5.04,23.57,10.6,?,0.7,3.34,?,93
?,5.74,26.2,39.18,?,0.9,3.24,?,88
28.96,5.8,25.44,41.42,?,0.98,3.56,?,65
?,4.67,22,35.53,?,0.96,3.8,?,62
?,3.99,16.94,17.16,?,0.67,3.42,?,65
30.43,5.41,19.09,12.56,?,0.69,3.01,?,61
32.38,7.83,27.27,32.3,?,0.87,2.74,?,70
36.4,6.2,30.93,35.66,?,0.96,2.73,?,67
47.67,4.34,27.36,18.62,?,0.91,6.9,?,81
36.52,8.43,32.2,27.12,?,0.85,2.28,66.22,85
33.4,7.43,37.81,41.59,?,0.9,2.7,?,79
33.42,3.64,19.6,23.46,?,0.78,3.94,?,74
41.19,4.23,19.98,22.84,?,0.8,3.94,90.99,66
42.62,6.45,29.87,24.4,?,0.82,4.05,55.89,82
42.99,9.48,53.65,29.28,?,0.98,4.06,49.01,74
49.93,3.29,24.84,21.13,?,0.85,5.71,46.4,83
44.12,2.79,20.7,30.23,?,1.16,5.25,53.72,103
39.22,3.52,21.73,31.32,?,0.91,5.54,40.12,82
44.57,3.55,28.96,26.98,?,0.69,6.03,45.33,81
187.49,3.4,25.4,12.72,?,1.14,5.46,46.3,100
59.11,3,18.64,9.9,?,0.59,6.12,48.92,352
65.71,3.54,24.39,21.7,?,0.9,9.43,41.52,114
44.58,5.02,34.25,31.13,?,0.88,5.83,46.69,98
113.31,3.72,26.78,36.23,?,1.16,6.65,45.87,73
62.35,3.63,33.46,18.98,?,0.72,4.22,38.61,144
79,3.35,24.55,14.69,?,0.73,5.71,44.38,99
50.52,28.39,60.58,32.23,?,0.91,5.1,36.48,151
55.88,4.95,33.39,13.81,?,0.8,6.3,32.43,113
32.46,3.82,27.7,19.63,?,0.69,5.64,52.6,76
28.99,6.84,27.51,17.75,?,0.81,5.31,41.46,65
27.03,7.84,39.99,18.71,?,0.89,5.48,24.19,59
27.01,3.38,24.22,13.98,?,0.88,4.33,39.45,62
26.73,3.42,26.31,13.73,?,0.86,5.76,46.78,60
33.13,5.95,47.07,21.25,?,0.87,7.1,37.5,69
35.64,7.74,41.15,18.25,?,0.7,6.35,44.59,64
34.36,5.28,34.6,16.48,?,0.82,6.26,29.15,61
39.69,3.42,24,15.82,?,0.9,5.16,41.75,65
43.05,13.78,33.14,27.53,?,1.1,4.09,35.22,92
45.09,17.64,42.69,34.28,?,0.98,4.82,42.52,98
47.83,3.31,18.67,10.96,?,0.79,4.3,47.98,80
52.64,8.66,33.17,19.8,?,0.8,4.51,36.12,71
59.24,5.24,35.39,20.95,?,1.06,3.12,41.2,90
62.6,7.04,35.36,26.25,?,0.93,4.33,30.74,117
35.4,6.35,32.53,21.18,?,0.92,4.77,34.78,70
46.14,7.52,30.05,21.53,?,0.95,4.87,27.78,73
33.64,13.58,30.58,26.53,?,1.12,3.78,22.59,76
41.73,11.87,29.69,27.37,?,1.02,3.86,19.04,89
29.29,6.2,18.87,18.11,?,1.19,4.26,30.76,80
16.92,6.37,15.29,17.52,?,1.18,3.57,27.82,67
35.67,6.7,21.27,16.18,?,1.01,3.68,23.37,60
33.16,7.15,22.99,17.21,?,1.03,3.55,21.01,73
42.07,8.89,25.48,19.15,?,0.99,3.69,24.28,68
44.47,10.58,35.43,24.13,?,1.06,6.55,23.96,86
38.79,7.51,22.36,15.78,?,1.01,4.18,16.46,88
23.35,8.65,20.58,16.36,?,0.96,4.39,15.51,60
25.5,8.03,16.5,15.62,?,0.94,6.31,16.54,61
22.77,7.8,17.25,15.45,?,1.04,7.21,12.58,63
25.27,9.77,16.84,17.37,?,1,5.85,13.22,70
