@relation Cities_Above_90_Without_PM10_attributesremoved

@attribute PM2.5 numeric
@attribute NO numeric
@attribute NO2 numeric
@attribute NOx numeric
@attribute NH3 numeric
@attribute CO numeric
@attribute SO2 numeric
@attribute O3 numeric
@attribute AQI numeric

@data
76.12,9.77,30.51,38.62,47.95,1,10.43,73.2,228
88.73,12.59,41.47,48.81,30.92,1.02,20.79,75.96,213
86.17,32.16,56.77,58.22,28.75,1.41,21.27,95.32,208
177.64,93.53,117.04,150.74,35.85,2.07,50.44,200.41,319
131.69,53.41,81.93,121.16,36.07,1.6,21.19,97.56,315
129.66,50.39,76.82,101.86,27.19,1.63,21.44,115.84,293
144.98,63.25,86.59,102.02,36.93,1.78,24.43,117.3,342
163.92,84.62,76.43,114.7,41.99,1.98,21.63,130.99,338
170.12,85.99,76.4,134.66,49.77,1.99,17.63,137.57,344
213.62,113.63,102.02,151.93,51.11,2.43,25.49,138.3,370
175.63,123.21,102.23,181.1,41.75,1.94,25.53,157.07,365
165.22,116.23,100.71,182.37,48.37,2.61,33.45,113.89,348
115.55,28.05,60.47,79.02,39.42,1.36,16.6,103.88,312
53,9.63,48.15,48.15,31.6,0.73,19.05,84.88,214
47.43,17.03,55.78,61.54,44.64,0.86,15.1,81.26,165
98.61,33.11,54.69,84.84,54.88,1.28,20.44,82.97,218
84.42,19.94,43.9,61.04,40.96,1.07,26.24,61.83,230
109.16,35.5,49.75,76.08,35.16,1.16,31.56,66.4,248
129.9,54.54,60.19,100.31,37.73,1.57,26.69,92.04,276
85.76,38.38,30.44,48.08,28.85,1.69,9.58,36.99,213
60.17,8.84,15.89,19.14,?,2,8.04,31.91,127
58.95,4.1,10.63,15.13,?,1.43,7.25,66.25,112
51.82,23.42,38.11,46.02,23.58,1.22,18.53,55.08,111
81.32,71.57,34.54,75.09,26,1.74,20.36,77.88,193
67.63,21.36,36.61,53.44,29.89,1.14,17.04,48.58,123
70.86,22.03,65.89,78.38,31.57,1.12,21.48,73.05,194
72.47,24.06,64.64,69.35,30.43,1.24,27.7,70.45,186
103.73,67.6,77.89,131.48,38.99,2.2,30.74,56.49,242
95.52,55.13,57.84,99.81,52.94,1.56,20.52,97.74,267
58.4,12.64,36.37,45.3,33.75,1.14,15.98,65.16,207
47.43,5.98,31.12,32.05,21.64,0.96,13.54,70.69,176
80.01,34.57,50.45,67.93,27,1.29,22.15,84.89,189
156.01,85.62,88.44,138.71,39.36,2.18,24.44,169.36,341
137.99,47.16,85.91,112.34,44.01,2.1,32.84,142.38,325
72.44,12.75,42.51,48.36,37.72,1.1,23.86,66.2,259
61.75,6.56,37.18,36.21,28.36,0.74,18.09,66.87,178
81.46,21.37,53.01,67.76,27.83,1.04,25.75,77.27,219
89.75,18.61,48.72,62.06,29.91,1.28,42.34,67.87,206
88.68,28.13,46.74,64.38,27.39,1.35,36.91,47.01,221
127.86,93.5,61.21,117.28,34.59,2.2,19.64,62.15,298
130.7,5.58,15.89,20.05,?,1.39,12.78,29.69,316
118.44,16.79,18.29,30.66,?,1.88,16.35,29.38,294
148.22,63.75,44.98,91.09,62.22,1.68,27.44,69.66,314
132.86,54.82,31.55,70.95,59.55,1.51,20.54,63.44,334
97.83,7.16,20.15,26.39,24.26,1.38,18.86,28.8,261
91.82,24.61,52.54,64.76,32.31,1.4,31.06,37.04,208
129.61,54.59,58.6,98.07,48.67,1.22,35.57,32.33,289
89.78,24.3,53.55,75.27,31.01,1.52,48.86,34.75,216
166.76,65.1,63.03,122.4,35.12,1.51,46.97,47.93,314
107.81,35.14,47.95,82.5,33.72,1.77,35.24,31.6,262
81.12,13.25,36.5,47.89,31.62,0.72,22.66,61.02,257
74.03,13.94,35.44,48.38,23.32,0.71,17.85,58.47,235
74.9,25.64,46.29,70.06,22.7,1.11,25.16,58.74,239
94.81,39.07,58.81,78.15,22.82,1.32,26.21,75.75,239
137.48,88.96,76.2,133.09,34.25,1.98,37.57,85.91,302
124.13,36.76,37.49,54.07,17.79,1.88,14.84,35.97,296
102.86,30.63,42.35,61.61,21.22,1.04,13.34,66.77,247
102.9,33.28,49.32,78.86,28.33,0.98,22.15,81.29,265
129.06,35.74,63.21,99.16,28.32,1.52,35.73,98.35,301
124.8,22.33,48.65,66.43,25.14,1.09,29.16,97.22,322
92.74,13.43,42.87,50.67,20.52,0.88,19.87,103.07,291
113.75,9.87,44.8,46.72,20,0.93,25.63,110.09,292
89.52,18.15,50.78,56.56,20.6,1.51,25.65,87.26,258
123.59,57.65,69.92,102.52,22,1.7,40.96,87.66,282
104.5,31.14,70.04,91.82,23.14,1.47,39.91,87.38,271
139.37,71.92,97.93,118.98,29.38,2.08,38.53,86.82,314
162.54,154.33,108.53,168.05,39.52,2.7,33.53,87.74,377
161.23,72.12,80.4,126.06,37.83,2.08,35.7,117.59,390
181.49,62.82,88.26,117.82,32.04,2.14,38,56.3,392
142.64,30.09,51.53,56.14,16.95,1.82,13.83,59.71,342
124.21,52.27,52.3,74.64,17.35,1.9,10.98,74.25,297
119.47,21.08,41.26,43.36,13.81,1.49,10,70.42,275
125.36,10,59.73,52.11,31.89,1.49,21.42,101.53,281
103.08,18.52,61.77,72.09,49.53,1.44,26.13,91.18,309
65.02,11.94,46.27,53.02,44.78,1.14,18.35,79.9,262
54.34,21,55.07,71.12,35.93,1.12,20.23,65.26,194
77.89,15.3,66.68,70.75,39.63,0.98,20.15,75.61,229
90.19,7.73,64.2,59.4,45.99,1.1,25.25,81.61,246
77.34,3.71,48.67,43.92,51.11,1.04,18.97,79.06,225
73.55,5.87,57.52,54.56,43.66,1.05,22.26,68.57,221
66.49,6.74,52.3,50.94,53.04,0.98,16.32,61.02,185
100.09,14.69,64.25,67.9,66.64,1.34,17.95,76.43,218
99.88,37,60.29,80.62,56.26,1.1,16.54,95.52,310
105.51,46.21,67.71,78.61,52.87,1.44,20.49,86.22,307
128.85,50.68,57.06,64.22,46.77,1.83,18.7,56.63,325
94.89,37.68,58.46,85.72,31,1.12,21.19,62.4,316
92.95,32.62,62.4,98,29.12,1.19,27.34,89.66,302
117.64,52.8,80.57,118.39,26.39,1.76,31.96,105.42,318
94.22,11.17,67.73,74.26,43.64,1.86,27.98,85.76,300
70.86,7.21,52.02,55.3,57.83,1.07,12.82,77.8,246
78.02,4.48,48.23,45.61,55.28,0.96,13.08,107.9,255
66.3,4.99,53.42,50.1,46.09,0.99,15.3,101.65,218
87.31,5.25,45.86,47.55,40.22,0.79,16.69,93.48,252
57.35,12.6,43.57,53.77,36.69,0.89,13.46,75.38,190
105.02,14.64,50.77,61.13,48.53,1.48,13.98,126.55,256
111.22,22.75,48.12,58.91,42.29,1.06,11.79,160.06,311
180.71,25.71,50.38,65.02,43.19,1.29,13.73,169.35,381
109.82,8.63,34.37,35.37,29.71,0.96,15.48,120.76,409
42.67,3.57,35.71,22.06,30.46,0.87,10.6,101.26,269
56.87,21.03,50.18,64.65,39.34,1.39,11.3,73.43,187
101.54,31.68,49.41,78.79,47.17,1.29,9.15,83.4,225
76.56,17.71,44.55,57.7,37.91,1.04,13.11,86.34,283
81.4,26.72,49.88,73.71,37.86,1.3,13.87,94.77,316
138.97,53.59,74.99,108.21,44.94,1.7,21.41,129.18,361
137.81,26.48,75.26,92.33,47.59,1.48,15.4,115.31,330
77.72,4.05,36.69,33.03,51.64,0.99,11.7,78.8,256
84.61,8.11,45.47,45.71,35.52,1.48,14.68,100.24,237
66.72,8.77,45.5,52.2,33.33,1.77,15.9,82.33,246
64.08,7.96,57.31,61.05,32.67,1.45,19.95,79.75,202
64.95,15.09,49.67,63.99,35.28,1.75,15.09,84.94,209
75.75,20.49,51.75,71.2,30.18,3.84,18.14,92.8,262
69.25,15.79,38.84,53.11,37.83,3.61,9.83,68.93,280
70.71,19.62,40.04,59.25,33.33,2.59,9.78,70.91,279
96.72,20.53,34.52,56.84,34.24,3.24,10.14,98.09,357
59.02,27.2,38.55,68.18,38.65,3.44,8.29,57.42,266
102.42,18.12,37.74,55.24,42.47,1.59,11.23,65.24,330
62.37,7.69,30.44,32.88,34.5,2.49,9.89,56.97,248
67.76,16.21,41.27,52.49,32.53,1.87,10.43,59.25,172
79.17,7.3,33.98,35.75,33.32,1.94,8.64,68.32,234
101.31,7.47,32.55,34.9,34.93,2.64,9.51,56.24,201
83.1,11.99,40.24,47.72,34.93,2.11,11.24,52.76,206
72.33,6.49,32.04,32.95,35.69,2.49,10.54,43.4,159
75.14,9.12,31.89,37.74,31.53,3.73,7.88,51.74,187
91.63,10.88,37.7,44.63,28.31,2.11,8.34,55.92,228
100.02,15.97,45.29,60.69,33.1,2.02,9.03,101.3,284
67.12,4.67,50.91,51.52,43.4,1.09,10.87,79.26,310
48,4.54,40.57,42.04,39.05,0.85,8.71,58.37,158
76.76,5.66,37.28,37.28,39.39,1.71,7.63,51.76,154
80.89,12.43,40.07,49.02,35.05,3,9.77,55.61,187
60.67,7.96,37.01,39.52,33.03,2.08,10.22,44.44,180
69.65,9.49,34.17,39.9,31.42,2.39,9.43,51.31,190
58.21,12.65,29.28,40.04,42.08,2.23,7.97,37.35,164
57.24,15.31,33.9,48.12,36.91,2.93,7.81,40.49,148
67.6,10.6,36.79,41.59,35.43,2.78,8.77,48.9,154
57.1,14.67,37.93,50.05,35.38,1.72,8.88,52.3,160
68.71,21.67,47.24,67.91,42.46,2.22,8.51,55.57,165
77.71,11.31,34.78,43.72,52.72,2.64,7.6,57.81,210
54.5,6.51,27.69,29.77,37.18,2.18,8.73,42.67,158
54.96,14.06,42.07,51.85,40.9,1.58,8.38,45.55,172
52.95,13.01,30.77,41.97,40.31,1.96,7.73,45.1,151
59.13,12.96,35.91,46.19,37.92,1.72,7.94,43.24,143
60.92,13.86,33.57,45.91,38.15,1.08,7.74,42.22,156
39.32,24.89,32.55,58.24,33.66,2.36,9.06,43.95,108
71.53,29.55,31.96,57.77,43.92,1.82,8.23,50.01,163
73.51,31.24,29.7,54.28,61.03,5,7.39,47.3,247
52.88,24.44,29.17,46.93,38.79,4.65,6.58,36.35,123
50.99,14.85,22.38,37.7,40.89,1.21,7.18,33.31,106
75.93,14.17,15.75,29.63,33.83,2.48,7,28.11,202
44.08,24.72,32.85,54.62,51.53,1.47,7.31,36.73,120
42.14,20.73,31.4,48.11,55.76,1.31,6.78,44.7,135
56.86,24.36,34.96,60.14,31.06,1.16,9.36,61.07,245
45.64,32.54,37.8,79.06,32.92,0.87,7.27,56.3,280
48.36,20.2,37.42,58.72,37.84,1.14,8.63,64.4,269
42.09,8.85,23.88,28.63,35.77,0.84,7.23,51.32,163
76.29,19.52,58.4,73.04,45.77,1.32,7.93,62.62,195
54.5,11.64,40.48,50.72,48.6,1.08,8.2,52.3,163
40.55,25.41,40.86,65.28,42.48,1.36,10.82,56.73,108
46.44,27.67,42.81,68.89,40.28,1.34,9.95,72.25,134
56.16,38.7,44.18,82.68,41.18,1.76,9.87,70.34,155
42.7,29.68,36.78,68.62,36.4,1.55,8.69,49.28,116
48.03,23.7,32.5,54.99,37.62,1.29,8.01,85.11,136
43.47,17.15,29.86,48.93,35.28,1.29,10.33,68.03,150
43.55,24.58,34.87,56.3,34.99,2.69,8.23,91.54,121
50.86,23.29,36.14,56.77,32.14,1.35,6.96,92.81,149
49.04,17.77,35.93,53.75,32.45,0.92,9.03,86.42,178
39.3,11.79,33.68,42.56,32.81,1.2,9.36,63.17,120
43.86,23.12,38.29,60.55,32.22,2.13,9.81,68.19,140
42.84,15.7,31.42,42.34,28.89,2.48,10.02,67.17,142
44.04,16.52,34.27,48.51,29.3,1.37,8.48,73.28,141
41.29,16.97,29.05,43.48,27.23,2.93,8.02,59.76,125
39.28,15.91,30.76,43.16,29.55,1.6,9.75,53.53,127
30.66,18.9,29.78,46,24.79,2.22,8.37,54.64,119
42.15,31.69,34.9,66.83,23.83,1.39,8.73,70.12,111
56.45,30.9,43.49,73.1,31.35,1.53,7.77,68.22,132
40.81,38.03,42.53,81.71,32.09,1.28,12.53,81.39,149
39.51,30.79,32.96,65.3,27.89,2.15,8.87,91.79,166
49.04,25.06,28.74,53.79,26.6,3.78,7.97,83.64,274
62.19,24.1,36.46,58.74,25.64,0.95,11.16,85.32,295
55.55,22.7,51.48,65.74,30.91,1.23,9.22,72.82,219
59.03,22.45,43.97,62.04,28.14,1.15,8.84,69.54,169
48.57,10.1,35.84,41.77,26.51,1.59,8.56,59.67,174
28.01,5.42,27.58,29.64,23.44,3.11,9.02,42.88,111
28.6,8.46,31.31,33.5,23.44,2.59,7.97,43.07,93
38.99,7.8,39.47,40.84,26.3,1.25,8.06,50.23,107
43.35,11.04,32.04,37.18,22.95,1.17,10.86,48.2,127
45.88,28.83,35.41,56.77,30.36,0.99,8.23,32.24,93
54.13,44.27,35.61,79.24,39.87,1,9.57,41.9,142
56.56,7.36,20.84,20.11,?,0.36,7.91,26.55,93
57.09,12.69,28.7,38.71,31.55,1.67,7.04,27.7,224
54.73,19,37.48,52.4,29.89,1.1,8.92,40.47,169
48.93,17.92,42.73,53.37,29.36,1.12,9.22,41.9,110
37.1,21.97,41.82,59.5,28.42,2.07,8.72,41.57,100
28.06,32.06,51.78,87.95,23.08,1.22,9.47,54.7,109
44.31,35.83,41.71,84.99,26.32,0.98,9.37,64.8,154
46.77,30.88,40.85,76.16,23.2,0.91,10.09,68.7,216
57.64,32.6,31.96,68.02,22.02,0.91,9.05,56.8,262
45.37,35.47,33.42,72.7,19.68,1.17,9.87,57.01,260
50.42,31.2,34.74,69.03,19.05,2.99,10.61,61.24,329
50.73,30.1,39.21,70.35,18.99,2.16,14.63,75.45,291
71.72,31.37,39.69,70.75,20.58,1.41,12.02,63.76,300
87.99,34.45,43.67,76.55,21.51,2.39,10.34,49.75,335
45.7,29.83,38.14,63.72,21.07,0.75,10.81,55.82,240
45.89,32.14,40.58,67.7,20.4,2.36,10.92,52.36,177
49.7,32.77,39.41,68.85,21.52,2.12,9.59,54.62,178
57.08,31.66,43.84,75.96,25.79,1.62,10.93,63.46,193
47.36,20.69,45.6,62.62,23.03,1.25,11.21,64.32,150
79.99,21.15,54.73,69.82,28.2,1.26,11.6,77.97,215
67.11,17.87,57.22,67.78,27.03,0.95,12.39,70.09,233
81.9,28.14,56.8,83.1,29.48,0.99,12.78,75.84,220
86.16,17.63,56.82,67.1,29.26,1.28,10.89,74.51,266
75.02,24.51,67.37,74.28,34.17,1.08,14.63,88.62,192
94.23,38.6,86.2,94.51,28.66,1.3,16.12,134.72,264
89.62,30.07,70,59.15,29.75,0.89,17.12,144.45,284
32.73,10.98,44.35,46.71,27.78,0.8,13.44,72.31,150
55.64,13.63,57.24,64.51,29.48,1.18,13.77,78.31,134
56.46,19.78,53.66,65.52,30.1,1.03,14.63,67.97,197
56.64,29.6,55.69,81.12,27.69,1.24,15.5,73.87,175
89.09,44.43,68.3,105.76,32.26,1.35,15.11,89.95,236
52.49,10.51,41.03,46.9,29.98,0.71,13.68,62.19,185
105.43,17.52,100.66,58.72,40.17,0.49,11.94,113.81,103
101.84,11.5,63,51.96,37.22,0.97,15.28,96.64,289
84.33,20.59,65.05,61.77,32.18,1.01,15,87.95,224
117.28,40.76,73.71,90.15,40.08,1.4,24.55,109.06,312
81.87,30.59,59.82,70.18,35.58,1.13,16.28,75.58,234
103.12,26.23,66.31,68.95,43.92,1.09,12.96,97.36,282
159.8,33,78.18,84.42,50.14,1.3,13.68,123.99,351
81.71,57.77,77.96,108.73,46.47,1.26,14.4,85.94,232
117.86,42.23,87.85,98.02,54.59,1.3,15.09,109.08,280
114.06,61.5,74.99,105.6,47.26,1.28,14.63,97.13,311
132.11,81.06,76.99,126.03,42.99,1.54,14.9,98.7,408
144.47,85.77,92.64,134.38,43.55,1.42,17.2,128.17,416
125.8,79.04,88.86,126.5,39.72,1.24,17.3,112.52,387
134.84,62.55,83.87,120.1,36.52,1.6,16.52,104.67,408
114.3,70.71,83.3,123.85,31.55,1.05,20.1,93.47,405
86.93,102.46,81.11,113,27.85,0.84,19.17,78.81,371
94.83,90.53,87.15,111.96,29.54,1.31,20.72,87.84,375
144.98,80.18,108.83,104.39,34.74,1.26,22.1,120.33,400
132.01,79.81,89.01,109.33,34.88,1.32,24.72,99.74,430
149.35,105.43,94.29,129.43,37.11,2.19,27.27,112.83,425
161.49,80.88,95.27,118.3,39.9,1.6,22.25,101,438
140.57,105.08,91.52,85.54,39.26,1.48,24.66,73,428
135.9,169.53,90.28,98.14,44.98,1.83,24.72,107.03,425
161.11,166.64,88.27,107.99,46.41,2.14,26.66,32.06,496
140.92,140.89,84.96,115.83,47.03,1.44,20.7,53.5,472
182.14,54.87,90.22,85.75,44.08,1.11,19.38,122.74,470
164.51,68.9,88.17,99.44,37.79,1.42,21.68,109.22,454
115.76,125.4,82.7,107.03,38.89,1.63,23.46,83.78,396
209.27,144.66,111.23,121.37,48.82,1.88,25,85.57,413
296.27,127.68,120.07,126.63,58.75,1.94,23.95,82.06,558
318.57,137.36,119.42,134.89,64.34,1.91,27.89,107.12,570
350.39,208.23,162.5,167.24,79.24,2.65,54.38,139.22,554
355.77,162.93,112.59,142.64,89.56,2.28,40.23,257.73,522
434.92,181.22,113.21,174.25,95.27,2.36,71.56,153.52,520
394.59,144.25,120.66,159.5,91.77,2.09,33.34,193.31,550
537.96,121.1,149.12,157.33,111.69,2.8,26.66,160.01,593
482.4,127.32,148.92,116.45,104.84,2.78,29.4,108.33,625
342.45,158.66,131.92,69.68,88.02,2.23,25.93,177.07,480
588.39,135.71,113.31,90.09,89.1,2.2,22.21,39.05,603
685.36,155.53,128.15,97.62,96.22,3.23,22.61,39.21,676
488.57,159.5,123.36,94.03,72.81,2.21,23.88,33.33,716
338.38,75.56,92.18,54.81,55.65,1.32,21.36,35,542
307.08,111.51,103.26,67.31,58.89,1.38,21.52,33.89,455
291.71,124.82,133.98,63.54,73.93,1.61,29.45,42.27,471
295.88,139.59,147.03,56.6,88.96,1.62,35.04,50.03,514
277.67,145.02,127.18,54.53,81.99,1.49,34.7,43.22,491
228.16,158.78,113.74,54.67,67.76,1.24,51.78,66.96,469
194.2,177.98,119.58,63.27,49.95,0.91,22.7,63.1,404
236.09,152.13,116.66,80.86,59.24,1.49,21.98,37.37,379
291.98,131.41,109.65,79.95,53.33,1.34,23.97,35.58,428
351.47,69.58,96.23,60.3,41.1,0.73,21.65,37.74,504
237.21,92.48,102.95,55.83,43.06,0.87,23.11,37.26,512
285.71,112.39,114.11,63.07,55.83,1.16,30.47,48.81,494
323.74,120.28,117.17,39.98,80.15,1.52,27.23,53.69,438
340.61,165.78,128.85,62.48,81.94,1.6,26.25,50.47,474
281.76,127.69,111.52,58.08,63.32,1.55,25.26,32.17,471
174.56,103.4,98.73,58.08,48.28,1.24,30.13,38.25,432
216.1,133.15,109.5,84.1,55.54,1.21,22.29,35.12,397
136.21,32.87,68.9,39.01,28.84,0.41,20.99,40.07,375
113.3,37.55,70.01,43.19,25.22,0.46,23.22,39.94,330
128.7,35.91,71.29,40.84,26.73,0.65,22.68,38.99,347
127.5,90.6,82.99,46.87,28.3,0.91,29.33,36.12,274
236.58,158.47,133.28,88.78,64.54,1.75,27.59,40.89,360
246.25,80.12,95.64,54.63,84.51,1.16,20.23,44.16,441
263.61,100.79,83.15,59.64,79.35,1.25,19.08,49.44,418
263.25,143.08,101.67,79.26,77.5,1.05,20.38,34.89,474
196.6,102.23,97.75,54.62,51.11,1.41,23.49,34.86,419
223.3,135.19,109.4,54.22,68.69,1.93,22.96,33.98,379
204.6,91.66,78.79,39.67,27.41,1.55,23.92,31.6,389
293.91,110.07,96.68,69.09,56.8,1.86,23.11,38.89,402
283.61,64.52,81.86,59.67,49.99,1.34,23.69,53.91,472
238.21,70.46,72.44,52.25,36.31,1.53,22.2,36.02,422
295.62,106.85,71.44,62.21,40.93,1.66,23.47,38.31,443
189.09,30.67,58.86,29.83,34.4,0.84,20.83,41.6,413
199.12,46.99,50.79,27.33,29.59,1.25,22.65,37.83,351
210.28,138.78,76.9,56.19,50.66,2.39,23.52,30.87,418
209.91,143.91,76.81,60.13,40.75,1.32,21.71,32.12,413
154.55,81.54,66.38,45.44,39.57,0.92,18.5,33.54,379
167.64,67.1,61.53,30.43,32.77,1.06,20.65,34.65,359
200.78,137.47,85.26,53.52,42.38,1.45,23.5,33.68,390
229.35,110.1,88.54,45.05,52.64,1.16,21.22,33.35,437
232.33,110.14,86.92,62.67,61.3,1.17,21.99,34.3,411
236.24,87.1,88.02,65.09,61.04,0.92,21.32,31.86,443
161.92,34.1,68.35,45.61,45.61,0.61,22.9,34.48,377
131.95,51.31,66.67,44.05,40.01,0.81,22.63,33.78,317
187.3,99.49,82.03,51.92,50.67,1.14,24.9,37.52,349
364.15,149.58,122.88,67.02,90.37,1.92,22.09,45,470
411.8,93.94,114.03,41.37,99.22,1.65,19.54,41.56,576
232.41,30.11,59.88,36.84,61.98,0.7,19.37,38.99,412
154.26,61.69,65.49,56.57,51.87,0.66,22.82,36.31,338
213.2,114.55,93.45,56.14,47.88,0.94,24.51,36.9,319
273.82,192.34,129.41,67.59,60.4,1.61,26.1,40.19,455
339.96,103.69,108.76,33.56,88.44,1.3,21.6,55.09,524
231.1,30.99,62.46,33.89,54.58,0.96,23.47,43.97,381
211.16,40.62,56.66,44.59,52.53,1.14,23.82,42.84,338
191.5,103.24,66.19,55.29,55.92,1.31,25.13,50.03,332
247.79,221.03,95.55,80.85,66.57,1.47,22.29,47.86,384
255.33,155.29,90.79,53.89,58.97,1.28,25.33,42.9,373
248.01,186.07,91.07,71.88,68.53,1.55,23.11,41.13,439
215.42,141.69,87.15,64.41,61.04,1.24,25.15,41.95,318
194.12,67.81,65.86,37.59,58.18,0.9,20.52,44.04,390
154.52,20.42,38.85,20.32,36.9,0.77,22.19,47.75,332
136.98,37.15,52.31,28.25,29.21,0.63,32.22,45.09,283
141.88,76.63,64.33,57.96,36.32,0.77,24.76,42.66,300
108.26,55.04,59.2,49.05,28.52,0.71,19.1,36.04,305
146.04,65.31,67.72,56.02,31.36,0.79,21.36,29.92,337
216.73,111.19,79.35,75.14,43.41,0.95,20.33,32.17,417
232.37,109.5,85.07,71.97,45.76,1.03,24.71,33.09,426
309.28,113.37,84.75,49.23,36.49,0.37,11.7,29.53,439
222.66,45.03,63.97,33.71,24.33,0.45,17.67,24.93,382
188.08,38.14,60.94,37.11,39.47,0.93,20.6,33.86,397
177.67,39.9,51.44,35.24,33.13,0.63,18.44,36.21,330
218.63,57.03,66.94,38.35,31.97,0.7,20.52,34.21,358
227.68,30.18,55.95,22.56,25.48,0.6,20.86,34.42,376
217.55,43.74,63.7,36.69,31.55,0.6,22.23,39.1,334
349.98,51.87,63.36,30.05,19.27,0.03,17.93,18.33,387
286.6,78.33,63.71,38.59,24.1,0.09,18.75,19.1,446
189.45,80.42,67.27,46.06,33.51,0.53,20.61,20.57,379
230.94,122.41,92.12,77.3,56.08,1.3,24.56,37.93,375
241.78,128.62,88.02,51.5,69.27,1.08,23.95,40.58,450
135.87,22.6,50.39,27.1,48.42,0.32,22.04,34.78,340
74.92,32.05,42.24,31.15,31.84,0.35,18.11,36.05,203
109.13,34.83,45.82,33.52,28.3,0.44,18.1,36.87,236
132.35,39.04,46.68,34.02,28.3,0.35,18.12,39.39,252
166.71,110.02,65.43,57.64,40.53,0.83,20.29,36.47,302
214.23,176.81,82.78,73.16,54.92,0.79,22.81,35.58,358
136.02,97.62,64.08,50.05,46.63,0.9,19.51,34.75,317
198.24,190.34,93.86,67.78,60.67,1.26,18.84,36.78,387
194.99,155.9,88.38,66.62,62.33,1.26,19.98,39.02,438
186.65,70.65,62.01,40.48,57.26,0.92,17.04,43.9,407
146.49,33.48,49.57,29.4,40.73,0.84,18.3,44.68,312
176.04,87.2,60.62,54.74,46.21,1.03,17.23,35.21,367
77.85,31.01,55.29,34.25,28.73,0.62,16.07,36.12,263
129.1,66.7,69.98,54.66,31.42,0.83,17.2,34.28,287
133.12,61.19,67.24,53.3,39.7,0.75,20.84,36.78,346
120.43,66.43,62.77,55.46,47.34,0.68,20.09,35.09,314
129.09,92.87,58.31,59.11,55.54,0.54,17.55,31.87,314
166.55,97.85,56.97,61.64,95.27,0.38,19.9,31.11,314
130.62,81.77,73.3,61.81,51.62,0.79,21.25,36.88,298
168.96,65.02,81.51,57.92,50.31,0.87,21.87,35.28,319
183.98,82.12,82.14,64.01,54.38,0.78,21.26,31.92,382
163.86,62.07,78.82,55.79,55.87,0.72,21.02,31.57,352
112.02,50.86,72.55,52.64,53.4,0.71,19.33,32.42,309
107.13,81.6,71.98,57.13,62.34,0.66,19.29,30.24,301
109.38,105.3,68.84,64.27,75.4,0.78,18.33,29.1,274
126.74,152.15,67.45,82.63,83.01,1.06,23.96,35.07,313
106.92,67.69,60.72,60.22,66.01,0.7,19.57,33.71,310
93.03,84.46,65.62,62.23,58.5,0.8,19.84,38.35,258
182.29,37.77,55.22,34.91,38.51,0.27,13.77,44.58,238
451.25,22.53,42.2,16.05,29.63,0,6.64,55.11,449
425.22,28.71,46.64,19,34.4,0,8.41,55.2,516
328.23,50.17,59.34,38.8,40.72,0.41,17.55,31.79,520
178.5,68.74,72.8,57.4,43.29,0.8,21.66,35.64,363
149.73,135.95,94.66,72.79,76.09,1.42,28.15,38.79,362
127.9,122.04,79.46,60.34,73.27,0.92,24.07,45.24,397
114.68,64.39,69.08,48.81,62.98,0.47,23.53,35.22,280
67.83,45.45,56.64,41.38,41.85,0.57,19.69,32.02,206
82.32,48.61,60.55,44.96,39.3,0.57,22.03,27.77,190
90.6,42.58,61.48,43.44,34.4,0.69,25.34,31.88,210
91.6,47.05,64.99,47.02,33.66,0.76,26.91,30.68,201
112.41,84.73,65.16,58.96,43.71,0.89,30.7,34.43,243
134.4,37.88,49.88,33.11,36.04,0.43,24.14,35.35,267
106.45,36.2,39.68,21.71,32.12,0.23,20.15,45.45,245
68.88,23.17,33.32,15.14,25.51,0.21,17.93,47.51,165
37.49,29.5,32,17.11,24.61,0.25,19.4,47.14,102
64.42,31.79,32.11,17.93,24.24,0.26,20.11,42.82,159
74.58,17.82,27.78,11.86,21.02,0.24,19.33,34.2,174
102.46,36.09,34.28,21.26,22.58,0.4,22.37,34.99,270
112.71,59.15,42.06,30.58,37.36,0.45,23.96,32.01,397
125.8,73.95,42.18,35,43.07,0.52,23.59,31.9,371
114.07,36.4,38.7,20.84,29.62,0.65,21.42,32.6,328
96.39,43.27,46.65,25.98,33.5,0.6,22.29,33.42,254
120.43,80.86,51.65,41.4,43.17,0.81,22.89,31.83,342
121.21,41.69,49.53,26.14,34.32,0.77,22.25,30.92,367
128.51,46.31,51.94,29.59,33.99,0.83,24.38,28.61,400
120.88,86.41,69.31,31.85,49.03,0.58,28.88,20.88,390
151.17,135.8,70.55,29.17,73.23,0.55,27.21,31.7,417
149.42,45.21,79.52,32.77,76.02,0.68,22.09,19.74,359
168.23,49.68,83.82,45.26,59.37,0.31,15.18,22.26,309
118.34,43.09,78.84,42.21,53.05,0.31,14.85,23.14,292
156.38,38.44,79.24,40.77,52.56,0.33,17.55,23.49,278
152.66,61.08,85.54,53.58,61.73,0.42,18.24,18.81,320
113.62,77.91,75.87,59.57,58.95,0.45,17.26,15.36,350
69.44,61.61,76.28,46.32,57.35,0.37,23.72,14.88,234
91.19,76.66,84.22,56.29,67.36,0.41,20.48,22.61,233
105.71,84.88,81.75,63.72,68.33,0.52,20.05,22.94,341
83.36,49.44,77.96,46.98,59.67,0.42,19.33,34.73,259
70.62,55.93,83.8,49.07,58.96,0.37,24.03,32.92,204
84.4,57.09,73.67,43.73,63.38,0.39,24.14,31.95,220
47.67,34.82,64.65,34.67,66.8,0.32,19.75,29.86,255
62.44,39.61,67.13,39.78,59.04,0.3,17.21,30.66,211
